// Ability_KingKlout1	
Ability_KingKlout1_name	Goblin Toss
Item_Silence_effect_header	Hellflower Effect(s)
Item_Silence_shop_flavor	Адские цветы растут в землях, которые никогда не видели свет солнца Новоземья. Эти растения пахнут смертью и сплошь покрыты обжигающими шипами. Те, кто готов мириться с запахом, используют Адские цветы из-за прочищающего голову аромата, который одновременно вызывает желание ринуться в бой и от души помахать кулаками. Кроме того, уколы шипов стимулируют приток волшебной энергии, а в период цветения растения могут опалять нутро врагов до самых душ.
Item_Silence_shop_categories	Filter_Intelligence,Filter_Damage,Filter_AttackSpeed,Filter_Regeneration,Filter_Activatable
Item_Silence_IMPACT_effect	Накладывает на цель эффект Адский цветок на 5 секунд.
	
// State_Item5K	
State_Item5K_name	Hellflower
State_Item5K_FRAME_effect	Оставляет за целью видимый след.
	
// Item_Shield2	
Item_Shield2_name	Helm of the Black Legion
Item_Shield2_description	Блокирует 30 ед. урона от вражеских атак (20 в дальнем бою), если у предмета достаточно зарядов. Расходует 5 зарядов на защиту от атаки героя, башни или босса, либо 1 заряд на защиту от атаки обычного воина.\n\nЗаряды появляются каждые 0,5 секунды. Максимальное количество зарядов: 20.
Item_Shield2_description_simple	Увеличивает запас здоровья и скорость его регенерации, с большой вероятностью блокирует наносимый владельцу урон.
Item_Shield2_search_terms	helmoftheblacklegion,шлемчёрноголегиона,helmofblacklegion,шлемчерноголегиона,helmofthelegion,шлемлегиона,helmoflegion,шлемгелиона,blacklegion,чёрныйлегион,hotbl,шчл,vanguard,авангард,van,аван,guard,гард,gaurd,стража,vangaurd,дозор,deflect,отразить,health,здоровье,healthregeneration,регенерацияздоровья,life,жизнь,shield,щит,block,блок,regeneration,регенерация,tank,танк,ultralisk,ультралиск,armor,броня
Item_Shield2_shop_categories	Filter_Booster,Filter_Regeneration,Filter_Armor
Item_Shield2_effect_header	Status Effect(s)
	
Item_Shield2_shop_flavor	Предания былых времён доносят до нас истории о Чёрном легионе - отряде жестоких и бездушных воинов, которые карали всех отступников, дерзнувших отвернуться от короля Маликена в эпоху его завоеваний. До нас дошли только некоторые свидетельства существования того печально знаменитого отряда, в том числе зачарованные рогатые шлемы - предмет лихорадочных поисков тех солдат, что желают сровняться силой с былыми убийцами. Эти шлемы укрепляют здоровье, помогают его восстанавливать, но пуще всего - не терять, отражая многие удары без вреда для хозяев.
	
// Item_HealthMana2	
Item_HealthMana2_name	Icon of the Goddess
Item_HealthMana2_description	При убийстве или смерти героя врага в радиусе 1000 ед., получает заряд и накладывает эффект Дар богини на владельца на 15 секунд.\n\nКаждый заряд ускоряет регенерацию здоровья на 1 ед. и регенерацию маны на 20%. Максимальное количество зарядов: 25.\n\nЕсли владелец умирает, половина зарядов теряется, но не более 4.
Item_HealthMana2_description_simple	Ускоряет регенерацию здоровья и маны за каждого героя врага, погибшего недалеко от владельца.
Item_HealthMana2_search_terms	iconofthegoddess,иконабогини,iconofthegodess,ликбогини,godess,богиня,goddess,бог,icon,икона,soulbooster,усилительдуши,iotg,иб,sb,уд,health,здоровье,mana,мана,healthregeneration,регенерацияздоровья,manaregeneration,регенерацияманы,regeneration,регенерация,life,жизнь,energy,энергия
Item_HealthMana2_effect_header	Gift of the Goddess(s)
Item_HealthMana2_shop_flavor	Наиболее святым символом в религии зверей считается икона Богини Земли. Почтение, выказываемое таким иконам, вознаграждается сполна: святые лики укрепляют здоровье и дух верующих, помогая накапливать энергию и заживлять раны.
Item_HealthMana2_shop_categories	Filter_Booster,Filter_Regeneration
	
// State_IconOfTheGodess_Regen	
State_IconOfTheGodess_Regen_name	Gift of the Goddess
State_IconOfTheGodess_Regen_FRAME_effect	
	
// Item_Insanitarius	
Item_Insanitarius_name	Insanitarius
Item_Insanitarius_description	Использование значительно увеличивает силу и урон владельца ценой постоянной потери его здоровья.
Item_Insanitarius_description_simple	Используйте, чтобы значительно увеличить силу и урон вашего героя ценой постоянной потери его здоровья.
Item_Insanitarius_search_terms	insanitarius,ликбезумца,insane,безумец,insan,безумие,insanitarious,бесноватыйлик,insanity,сумасшествие,insanitareus,сумасшедший,insanitarus,сумашедший,armletofmordiggan,нарукавникмордиггана,armletofmordigan,нарукавникмордигана,mordigan,мордиган,mordiggan,мордигган,armlet,нарукавник,aom,нм,damage,урон,dmg,ур,attackspeed,скоростьатаки,as,са,armor,броня,healthregeneration,регенерацияздоровья,regeneration,регенерация,strength,сила,emo,потеря
Item_Insanitarius_effect_header	Insanitarius Effect(s)
Item_Insanitarius_shop_flavor	По слухам, в дебрях джунглей обитает опустившееся племя, которое поклоняется Преисподней, проводя необычные и противоестественные ритуалы. Единственным подтверждением существования такого культа являются Лики безумцев. Надевание подобной маски сразу же погружает в боевой транс: вы становитесь сильнее, быстрее атакуете, не обращаете внимание на поверхностные раны и быстро оправляетесь от травм. Если же прошептать заветные слова, носитель познает, что такое воистину безумная сила.
Item_Insanitarius_shop_categories	Filter_Damage,Filter_AttackSpeed,Filter_Armor,Filter_Regeneration,Filter_Activatable
Item_Insanitarius_IMPACT_effect	Активация мгновенно исцеляет владельца на 475 ед. здоровья и накладывает на него эффект Лик безумца до выключения способности.
Item_Insanitarius_IMPACT_effect:insanitarius_active	Выключение снимает с владельца эффект Лик безумца и отнимает 475 ед. здоровья (умереть от этого нельзя).
	
// State_Insanitarius	
State_Insanitarius_name	Insanitarius
State_Insanitarius_FRAME_effect	Отнимает 35 ед. здоровья в секунду.
	
// Item_MysticPotpourri	
Item_MysticPotpourri_name	Refreshing Ornament
Item_MysticPotpourri_name:MysticPotpourri_Aura_Toggle_Heroes	Refreshing Ornament (Heroes)
Item_MysticPotpourri_description	Applies a Health Regeneration aura to nearby allies.
Item_MysticPotpourri_description_simple	Grants a Health Regeneration aura.
Item_MysticPotpourri_search_terms	refreshingornament,целебныйсбор,refreshing,освежение,ornament,сбор,headdressofrejuvenation,веноквосстановления,rejuvenation,восстановление,rejuvenate,восстановиться,headdress,венок,headress,винок,hor,вв,headdres,венокк,headressofrejuvenation,венокосвежения,ro,цс,hor,вево,aura,аура,healthregeneration,регенерацияздоровья,regeneration,регенерация,strength,сила,agility,ловкость,intelligence,интеллект
Item_MysticPotpourri_effect_header	Status Effect(s)
Item_MysticPotpourri_shop_flavor	Целебный сбор - это мешочек трав и минералов, собранных по старинному рецепту шаманов зверей. Сбор улучшает всё понемногу и настолько полезен, что даже оказавшиеся поблизости союзники тоже почувствуют на себе его целебные свойства.
Item_MysticPotpourri_shop_categories	Filter_Strength,Filter_Agility,Filter_Intelligence,Filter_Regeneration
	
Item_MysticPotpourri_IMPACT_effect	Переключает ауру для воздействия на союзных героев.
Item_MysticPotpourri_IMPACT_effect:MysticPotpourri_Aura_Toggle_All	Переключает ауру для воздействия на союзных героев.
Item_MysticPotpourri_IMPACT_effect:MysticPotpourri_Aura_Toggle_Heroes	Переключает ауру для воздействия на союзные войска.
	
// State_MysticPotpourri	
State_MysticPotpourri_name	Refreshing Ornament
	
// Item_ManaBurn1	
Item_ManaBurn1_name	Nullfire Blade
Item_ManaBurn1_description	Атаки владельца сжигают ману цели. Использование снимает ослабления с союзников или усиления с врагов. При этом, враги замедляются.
Item_ManaBurn1_description2	Этот предмет содержит уникальный модификатор ^yСгорание маны^*. Уникальные модификаторы не складываются. Ваш герой будет автоматически использовать самый большой из имеющихся модификаторов этого типа.
Item_ManaBurn1_description_simple	^79730 ед. ловкости^*\^oМодификатор Сгорание маны^*\nСжигает ману врага и снимает эффекты.
Item_ManaBurn1_search_terms	nullfireblade,клинокочищения,nullfire,запрет,null,опустошение,dispel,снятие,dispelstick,палкарассеяния,purgestick,палкаочищения,purge,очищение,diffusal,распад,diffusalblade,клинокраспада,difusal,рассеивание,difusalblade,клинокрассеивания,diffusalstick,палкарассеивания,difusalstick,палкарассеялка,nb,кз,nfb,мз,db,кр,agility,ловкость,intelligence,интеллект,dispel,снять,slow,замедлить,burn,сжечь,manaburn,сжиганиеманы,combustion,сгорание,manacombustion,сгораниеманы
Item_ManaBurn1_effect_header	Dispelled Effect(s)
Item_ManaBurn1_shop_flavor	Клинки очищения выкованы в измерении Ада, где их очистили от материи и энергии. Прикосновение Клинков уничтожает магию, ещё бурляющую в телах или принявшую вид заклинаний. Кроме того, от клинков веет такой пустотой, что владельцы забывают все лишние мысли, начиная быстрее двигаться и лучше думать.
Item_ManaBurn1_shop_categories	Filter_Agility,Filter_Intelligence,Filter_Modifier,Filter_Activatable
Item_ManaBurn1_IMPACT_effect	Если цель - ваш герой или союзник, Клинок снимает с него ослабления. Если цель - враг, с него снимаются усиления и накладывается эффект Рассеяние на 4 секунды. Клинок уничтожает иллюзии и наносит 1000 ед. урона призванным воинам.
Item_ManaBurn1_ATTACK_IMPACT_effect:manacombustion	Сжигает до 26 ед. маны цели и наносит физический урон в размере 60% от сгоревшей маны.
	
// Item_GraveLocket	
Item_GraveLocket_name	Grave Locket
Item_GraveLocket_description	Заряжается при убийстве или помощи в уничтожении. Заряженный могильный фермуар даёт +2 ко всем характеристикам и уменьшает время возрождения владельца на 10 секунд. Смерть владельца разряжает Фермуар.\n\n^rНа карте Mid Wars не уменьшается время до возрождения, со смертью владельца не теряются заряды^*.
Item_GraveLocket_name:gravelocket_active	Grave Locket (Charged)
Item_GraveLocket_description:gravelocket_active	В случае смерти владельца, тратит заряд и ускоряет возрождение на 10 секунд.
Item_GraveLocket_description_simple	Уменьшает время до возрождения после убийства или помощи в уничтожении.
Item_GraveLocket_search_terms	gravelocket,могильныйфермуар,locket,фермуар,lockit,медальон,revive,возродить,respawn,возрождение
Item_GraveLocket_shop_flavor	
Item_GraveLocket_shop_categories	Filter_Strength,Filter_Agility,Filter_Intelligence
	
// State_Item2F	
State_Item2F_name	Dispelled
State_Item2F_FRAME_effect	Скорость движения уменьшена на 80%, эффект постепенно ослабевает.
	
// Item_Damage9	
Item_Damage9_name	Doom Bringer
Item_Damage9_description	^rЭтот предмет нельзя выложить, продать, уничтожить и его не может переносить Крылатый курьер.^* Он выпадает при смерти владельца.\n\nКаждое убийство героя даёт Вестнику 1 заряд, который увеличивает силу атаки на 10 ед. Максимальное количество зарядов: 25. При выпадении предмета заряды не пропадают.
Item_Damage9_description_simple	250 ед. урона.\n^rВыпадает при смерти владельца.^*\n^rНельзя уничтожить.^*
Item_Damage9_search_terms	doombringer,вестникрока,doom,рок,bringer,вестник,divinerapier,божественнаярапира,rapier,рапира,divine,божественная,dr,бр,db,вр,raper,ропира,divineraper,небеснаярапира,damage,урон,dmg,ур,win,победа,theresonlyoneiteminthegamerightnowthatcanwinusthegame,сейчасвигреестьтолькоодинпредметкоторыйможетнамеевыиграть,best,лучший,recommended,рекомендую,man,ого,unbeatable,непобедимый,efficient,действенный,buyme,купименя,instantkill,убиваетнаместе,gib,накуски,oneshot,ваншот,1h,1ш,gamewinner,победительигры,decider,решает,theonering,единоекольцо
Item_Damage9_effect_header	Status Effect(s)
Item_Damage9_shop_flavor	Вестники рока - лучшее, что могли выковать кузнецы Преисподней. Они настолько могущественны, что сами демоны опасливо стараются их не злить. В этих мечах заключены души величайших и грешных воинов. Со свойственной тем гордыней, клинки скорее покинут проигравших бой хозяев, чем дадут второй шанс единожды совершившим ошибку.
Item_Damage9_shop_categories	Filter_Damage
Item_Damage9_FRAME_effect	\n^oЭтот предмет выпадает при смерти.^*
	
// Item_Strength5	
Item_Strength5_name	Fortified Bracer
Item_Strength5_description	
Item_Strength5_description_simple	6 ед. силы\n3 ед. ловкости\n3 ед. интеллекта
Item_Strength5_search_terms	fortifiedbracelet,прочныйнаруч,fortified,прочный,bracelet,браслет,bracer,наруч,bracers,наручи,bracelets,браслеты,fb,пн,strength,сила,agility,ловкость,intelligence,интеллект
Item_Strength5_effect_header	Status Effect(s)
Item_Strength5_shop_flavor	Конструкторы человеческого Легиона годами совершенствовали Прочные наручи для рабочего люда Новоземья. Эти браслеты делают носителей более сильными, ловкими и смышлёными: для работника самое то, чтобы справляться с непростыми поручениями. Впрочем, воины часто конфискуют такие наручи на нужды армии.
Item_Strength5_shop_categories	Filter_Strength,Filter_Agility,Filter_Intelligence
	
// Item_Summon	
Item_Summon_name	Puzzlebox
Item_Summon_description	Использование призывает Мучителя и Чародея, которые переходят под ваш контроль.\nПосле приобретения этого предмета, можно его улучшать. Для этого покупайте рецепты предмета. ^rПредмет можно улучшить 2 раза^*.
Item_Summon_description2	
Item_Summon_description_simple	Использование призывает двух подручных. Мучитель обнаруживает скрывающихся врагов.\n^rПредмет можно улучшить 2 раза.^*
Item_Summon_search_terms	puzzlebox,шкатулкассекретом,puzzle,секрет,box,шкатулка,necronomicon,некрономикон,necro,некро,nomicon,номикон,necrobox,адскаяшкатулка,pb,шсс,necros,адская,necrocon,шкатулкаизада,book,книга,necrobook,книгамёртвых,strength,сила,intelligence,интеллект,summon,призвать,burn,гореть,combustion,сгорание,manacombustion,сгораниеманы
Item_Summon_effect_header	Status Effect(s)
Item_Summon_shop_flavor	Любой, кому хватит терпения открыть Шкатулку, станет намного умнее, а затем почувствует приток нечестивой силы. Подобные артефакты открывают проходы в Бездну, через которые могут явиться призванные демоны. К счастью, они порабощены и служат владельцам в бою.
Item_Summon_shop_categories	Filter_Strength,Filter_Intelligence,Filter_Activatable
Item_Summon_IMPACT_effect	Призывает Мучителя и Чародея на 35 секунд. Они имеют {400,600,800} ед. здоровья, {6,8,10} ед. брони, 11 ед. магической брони и двигаются со скоростью {350,370,390} ед.\n^yЧародей из шкатулки^*\n- Сила атаки: {40,65,90} ед.\n- Дальность атаки {350,450,550} ед.\n- Обладает заклинанием Сжигание маны: сжигает {125,175,225} ед. маны цели и наносит магический урон в размере сгоревшей маны.\n- Обладает аурой, которая увеличивает скорость движения союзников на {3,6,9}% и скорость атаки на {3,6,9} ед.\n^yМучитель из шкатулки^*\n- Сила атаки: {25,50,75} ед.\n- Атаки сжигают {25,50,75} ед. маны и наносят физический урон в размере сгоревшей маны.\n- Обнаруживает скрытых врагов и стражей в радиусе {300,650,1000} ед.\n- Наносит убийце {200,400,600} ед. чистого урона.
	
	
// Ability_NecroMelee_1	
Ability_NecroMelee_1_name	Manaburn
Ability_NecroMelee_1_description	Пассивно ^oсжигает {25,50,75} ед. маны цели^* при ударе и наносит физический урон в размере сгоревшей маны.
Ability_NecroMelee_1_description_simple	Пассивно ^oсжигает {25,50,75} ед. маны цели^* при ударе и наносит физический урон в размере сгоревшей маны.
Ability_NecroMelee_1_effect_header	Status Effect(s)
	
// Ability_NecroMelee_2	
Ability_NecroMelee_2_name	Last Stand
Ability_NecroMelee_2_description	Умирая, Мучитель взрывается и наносит {200,400,600} ед. чистого урона тому, кто его убил.
Ability_NecroMelee_2_description_simple	Умирая от рук врага, наносит убийце ^o{200,400,600} ед. чистого урона^*.
Ability_NecroMelee_2_effect_header	Status Effect(s)
Ability_NecroMelee_2_KILLED_effect	Наносит {200,400,600} ед. чистого урона врагу, который убил Мучителя.
	
// Ability_NecroMelee_3	
Ability_NecroMelee_3_name	Revealing Eye
Ability_NecroMelee_3_description	Обнаруживает скрывающихся воинов и стражей рядом с Мучителем из шкатулки.
Ability_NecroMelee_3_description_simple	Пассивно ^oобнаруживает скрывающихся воинов и стражей^* в радиусе ^o{300,650,1000} ед.^*
Ability_NecroMelee_3_effect_header	Status Effect(s)
	
// Pet_NecroMelee	
Pet_NecroMelee_name	Puzzlebox Mauler
	
// Ability_NecroRanged_1	
Ability_NecroRanged_1_name	Mana Burn
Ability_NecroRanged_1_description	Сжигает ману цели и наносит ей урон в размере сгоревшей маны.
Ability_NecroRanged_1_description_simple	Выберите врага, чтобы ^oсжечь до {125,175,225} ед. его маны^* и нанести ему магический урон в размере сгоревшей маны.
Ability_NecroRanged_1_effect_header	Status Effect(s)
Ability_NecroRanged_1_IMPACT_effect	Сжигает до {125,175,225} ед. маны цели и наносит ей магический урон в размере сгоревшей маны.
	
// State_NecroRanged_2	
	
// Ability_NecroRanged_2	
Ability_NecroRanged_2_name	Haste Aura
Ability_NecroRanged_2_description	Увеличивает скорость движения и атаки ближайших союзников.
Ability_NecroRanged_2_description_simple	Пассивно увеличивает ^oскорость движения ближайших союзников на {3,6,9}%^* и ^oскорость атаки на {3,6,9} ед.^*
Ability_NecroRanged_2_effect_header	Status Effect(s)
	
State_NecroRanged_2_name	Haste Aura
	
// Pet_NecroRanged	
Pet_NecroRanged_name	Puzzlebox Wizard
	
// Item_RestorationStone	
Item_RestorationStone_name	Restoration Stone
Item_RestorationStone_description	Использование перезаряжает все способности и предметы владельца. Время перезарядки самого Камня - 30 секунд + сэкономленное время до зарядки этих способностей и предметов. Максимальное время перезарядки: 210 секунд.
Item_RestorationStone_description_simple	Использование перезаряжает все способности и предметы владельца.
Item_RestorationStone_search_terms	restorationstone,каменьготовности,restoration,готовность,restore,подготовить,refresh,перезарядить,refresher,зарядник,refresherstone,каменьзарядки,refresherorb,сферазарядки,cooldown,перезарядка,damage,урон,dmg,ур,intelligence,интеллект,attackspeed,скоростьатаки,as,са,healthregeneration,регенерацияздоровья,manaregeneration,регенерацияманы,regeneration,регенерация,rs,кг
Item_RestorationStone_effect_header	Status Effect(s)
Item_RestorationStone_IMPACT_effect	Перезаряжает все способности и предметы владельца.
Item_RestorationStone_shop_categories	Filter_Intelligence,Filter_Damage,Filter_AttackSpeed,Filter_Regeneration,Filter_Activatable
	
// Item_Replenish	
Item_Replenish_name	Ring of Sorcery
Item_Replenish_description	Использование восстанавливает 135 ед. маны ближайшим союзникам.
Item_Replenish_description_simple	Использование восстанавливает 135 ед. маны ближайшим союзникам.
Item_Replenish_search_terms	ringofsorcery,кольцоколдовства,ringofsorc,кольцоколдуна,sorcerersring,колдовскоекольцо,sorceryring,колдунскоекольцо,sorcererring,кольцомага,manaring,кольцоманы,arcanering,волшебноекольцо,arcane,волшебство,ros,кк,ar,вк,mana,мана,energy,энергия,armor,броня
Item_Replenish_effect_header	Status Effect(s)
Item_Replenish_shop_flavor	Многие до сих пор спорят о том, есть ли в Новоземье истинная магия, либо так называемые «маги» пользуются забытыми и непонятными простому смертному технологиями древних. Но большинство спорщиков сходится в том, что Кольца колдовства - волшебные, потому что не просто слегка повышают защиту, но и содержат огромные резервы маны для быстрого восстановления сил истощённых чародеев.
Item_Replenish_shop_categories	Filter_Booster
Item_Replenish_IMPACT_effect	Восстанавливает 135 ед. маны целям в радиусе действия.
	
// State_Replenish_Active	
State_Replenish_Active_name	Ring of Sorcery Cooldown
	
// Item_ManaRegen3	
Item_ManaRegen3_name	Ring of the Teacher
Item_ManaRegen3_name:RingOfTheTeacher_Aura_Toggle_Heroes	Ring of the Teacher (Heroes)
Item_ManaRegen3_description	Охватывает аурой всех ближайших союзников. Аура регенерации маны и аура брони не складываются с эффектами ^oМудрость Нома^*, ^oНефритовое остриё^* и ^oЧереп бездны^*.
Item_ManaRegen3_description_simple	Обладает слабой аурой увеличения брони и регенерации маны.
Item_ManaRegen3_search_terms	ringoftheteacher,кольцоучителя,teacher,учитель,rott,ку,rot,кн,ringofbasilius,кольцонаставника,rob,кн,ringofbasillus,кольцопреподавателя,ringofbasilus,учительскоекольцо,basilius,наставник,basillus,преподаватель,basilus,учитиль,aura,аура,armor,броня,damage,урон,dmg,ур,manaregeneration,регенерацияманы,regeneration,регенерация
Item_ManaRegen3_effect_header	Status Effect(s)
Item_ManaRegen3_shop_flavor	Многие мудрецы, постигающие загадочные искусства, иногда берут себе учеников. При этом, они часто обзаводятся Кольцами учителей. Эти волшебные артефакты не просто украшают пальцы наставников, а восстанавливают магические силы учеников и даже слегка защищают тех от последствий неправильно выполненных ритуалов. Часто подобные кольца могут бить слабым электрическим током на радость учителям и горе нерадивым студентам.
Item_ManaRegen3_shop_categories	Filter_Damage,Filter_Armor,Filter_Regeneration
Item_ManaRegen3_IMPACT_effect	Переключает ауру для воздействия на союзных героев.
Item_ManaRegen3_IMPACT_effect:RingOfTheTeacher_Aura_Toggle_All	Переключает ауру для воздействия на союзных героев.
Item_ManaRegen3_IMPACT_effect:RingOfTheTeacher_Aura_Toggle_Heroes	Переключает ауру для воздействия на союзные войска.
	
// State_Item1D	
State_Item1D_name	Teacher's Aura
	
// Item_Sasuke	
Item_Sasuke_name	Genjuro
Item_Sasuke_description	Использование делает владельца невидимым на 11 секунд. Атакуя, владелец становится видимым, наносит дополнительный урон и волшебным образом замедляет цель. Заряд добавляется каждые 16 секунд. Максимальное количество зарядов: 2.
Item_Sasuke_description2	Во время действия способности, Гэндзюро не получает заряды: отсчёт времени до добавления заряда приостанавливается, пока активна Скрытность мастера убийств.
Item_Sasuke_description_simple	Использование делает владельца невидимым. Предмет вмещает 2 заряда. Удар из невидимости наносит дополнительный урон и замедляет цель.
Item_Sasuke_search_terms	genjuro,гэндзюро,stealth,скрыться,escape,сбежать,stealth,таиться,invisible,невидимый,invisibility,невидимость,mobility,мобильность,movementspeed,скоростьдвижения,movespeed,скоростьпередвижения,attackspeed,скоростьатаки,as,са,damage,урон,dmg,ур,cowardly,крыса,pansy,крысочитер
Item_Sasuke_effect_header	Master Assassin's Stealth
Item_Sasuke_shop_flavor	Этот удивительный клинок был собственноручно сделан настоящим мастером убийств. Кажется, что он шепчет вам какие-то слова.
Item_Sasuke_shop_categories	Filter_Damage,Filter_Mobility,Filter_Activatable,Filter_AttackSpeed,Filter_Agility
Item_Sasuke_IMPACT_effect	Накладывает на владельца эффект Скрытность мастера убийств на 11 секунд.
	
// State_Sasuke	
State_Sasuke_name	Master Assassin's Stealth
State_Sasuke_FRAME_effect	Следующая атака дополнительно нанесёт 125 ед. урона и замедлит движение цели на 55% на 3 секунды.
	
// State_Sasuke_Slow	
State_Sasuke_Slow_name	Genjuro
	
// Item_Splash	
Item_Splash_name	Runed Cleaver
Item_Splash_description	Удар наносит урон по небольшой области в размере 60% от силы атаки. Предмет может рубить деревья.
Item_Splash_description2	Не позволяет дальним атакам наносить урон по области.
Item_Splash_description_simple	Атака наносит урон по области. Действует только на героев ближнего боя.
Item_Splash_search_terms	runedaxe,рунныйрассекатель,runed,рунный,рассекатель,рунныйтопор,splash,пообласти,battlefury,яростьбитвы,bf,яб,fury,ярость,battle,битва,battlefurry,яростьбоя,furry,бой,rc,рр,ra,рт,damage,урон,dmg,ур,cleave,рассечь,cleaving,рассечение,healthregeneration,регенерацияздоровья,manaregeneration,регенерацияманы,regeneration,регенерация,farm,фарм,rice,рис,carebear,заботливыймишка
Item_Splash_effect_header	Status Effect(s)
Item_Splash_shop_flavor	Рунные рассекатели - плоды работы мастеров из Культа Амбиаса: общины кузнецов разных рас, которые оставили прежнюю жизнь и полностью посвятили себя ремесленному Искусству. Рассекатели - воистину потрясающее оружие. Их размашистые удары наносят страшный урон, задевают окружающих воинов и способны мимоходом валить деревья. Мало того, Рассекатели лечат владельцев и восстанавливают их волшебную силу.
Item_Splash_shop_categories	Filter_Damage,Filter_Regeneration
Item_Splash_ATTACK_IMPACT_effect:splash_melee	Наносит урон по области радиусом 275 ед. в размере 60% от силы атаки.
Item_Splash_IMPACT_effect	Уничтожает выбранное дерево.
	
// Item_Weapon3	
Item_Weapon3_name	Savage Mace
Item_Weapon3_description	Атака с вероятностью 35% наносит цели 100 ед. физического урона и оглушает её на 0.1 секунды.\n\nЕсли ваш герой промахнулся и предмет заряжен - следующие 3 атаки вашего героя будут точными.\n\nНе действует на иллюзии.
Item_Weapon3_description_simple	Атака с некоторой вероятностью ненадолго оглушает цель. Промахи позволяют наделить ^yТочным ударом^* следующие 3 атаки.
Item_Weapon3_search_terms	savagemace,свирепаябулава,Mini-Stun,недолгоеоглушение,monkeykingbar,посохцаряобезьян,mkb,пцо,monkey,обезьяна,savage,свирепая,mace,булава,damage,урон,dmg,ур,attackspeed,скоростьатаки,as,са,stun,оглушение,truestrike,точныйудар,sm,сб
Item_Weapon3_effect_header	Status Effect(s)
Item_Weapon3_shop_flavor	В своё время таким оружием обладали только величайшие вожди варварских племён. Свирепая булава - отличное пополнение арсенала любого воина, будь то человек, зверь или демон. Эти шипастые дубины с дикой скоростью охаживают врагов и часто бьют с такой силой, что вминают головы в плечи под прощальный хруст шей.
Item_Weapon3_shop_categories	Filter_Damage,Filter_AttackSpeed
	
// State_Weapon3	
State_Weapon3_name	Savage Mace
	
// Item_MagicArmor2	
Item_MagicArmor2_name	Shaman's Headdress
Item_MagicArmor2_description	
Item_MagicArmor2_description2	Этот предмет пассивно увеличивает ^yмагическую ^yброню^*. Прибавка не складывается с прибавками к ^yмагической ^yброне^* от других предметов.
Item_MagicArmor2_description_simple	^oМодификатор магической брони^*\n10 ед. магической брони\nРегенерация здоровья 8 ед./с
Item_MagicArmor2_search_terms	shamansheaddress,головнойуборшамана,shaman,шаман,shamans,шаманы,headdress,головнойубор,shamansheadress,украшениешамана,shamansheaddres,накидкашамана,hoodofdefiance,капюшоннеповиновения,hod,кн,hood,капюшон,defiance,неповиновение,magicarmor,магическаяброня,healthregeneration,регенерацияздоровья,regeneration,регенерация,sh,гуш,armor,броня
Item_MagicArmor2_effect_header	Status Effect(s)
Item_MagicArmor2_shop_flavor	Головной убор шамана украшен перьями шести видов птиц, которых считают священными в Звериной орде. Он защищает владельца от злых сил, помогает залечивать раны и улучшает общее самочувствие.
Item_MagicArmor2_shop_categories	Filter_Armor,Filter_Regeneration,Filter_Modifier
	
// Item_ShieldOfTheFive	
Item_ShieldOfTheFive_name	Shield of the Five
Item_ShieldOfTheFive_description	Использование накладывает эффект Отвага на ближайших союзников. Общее время перезарядки с ^oЛатными поножами^* и ^oЖертвенным камнем^*.
Item_ShieldOfTheFive_description_simple	Использование увеличивает броню ближайших союзников.
Item_ShieldOfTheFive_search_terms	shieldofthefive,щитпятерых,sotf,щп,sof,щитп,nathrezimbuckler,баклернатрезима,buckler,баклер,nathrezim,натрезим,nb,бн,armor,броня,strength,сила,agility,ловкость,intelligence,интеллект
Item_ShieldOfTheFive_effect_header	Courage Effect(s)
Item_ShieldOfTheFive_shop_flavor	Все пятеро последователей Слепого пророка владели прочными щитами, которые благотворно влияли на способности носителей, защищали их, а при особой надобности - и окружающих соратников. Современные Щиты пятерых - лишь воссозданные копии реликвий горстки былых героев. Тем не менее, подделка качественная, и преимущества щит даёт те же.
Item_ShieldOfTheFive_shop_categories	Filter_Armor,Filter_Activatable,Filter_Agility,Filter_Strength,Filter_Intelligence
Item_ShieldOfTheFive_IMPACT_effect	Накладывает эффект Отвага на союзников в области действия на 30 секунд.
	
// State_ShieldOfTheFive	
State_ShieldOfTheFive_name	Shield of the Five
	
// Item_SolsBulwark	
Item_SolsBulwark_name	Sol's Bulwark (A)
Item_SolsBulwark_name:SolsBulwark_EnemyAura	Sol's Bulwark (E)
Item_SolsBulwark_description	Предмет можно переключать для полезного воздействия на союзников или пагубного - на врагов.
Item_SolsBulwark_description_simple	Увеличивает броню ближайших союзников или уменьшает броню ближайших врагов на 3 ед.
Item_SolsBulwark_search_terms	Sol,Солярис,sols,соляриса,solsbulwark,бастионсоляриса,bul,оплот,bulwark,бастион,negative,отрицательное,building,здание,aura,аура,armor,броня,armorreduction,уменьшениеброни,reduction,уменьшение,as,са
Item_SolsBulwark_effect_header	Ally Aura Effect(s)
Item_SolsBulwark_effect_header:SolsBulwark_EnemyAura	Enemy Aura Effect(s)
Item_SolsBulwark_shop_categories	Filter_Armor
	
// State_SolsBulwark_Ally	
State_SolsBulwark_Ally_name	Sol's Favor
	
// State_SolsBulwark_Enemy	
State_SolsBulwark_Enemy_name	Sol's Curse
	
// Item_Soultrap	
Item_Soultrap_name	Soultrap
Item_Soultrap_description	Получает заряд, Если герой врага умирает в радиусе 1000 ед. от вашего героя.\n\n^gПредмет можно использовать, только когда он содержит минимум 1 заряд^*, каждое использование снимает 1 заряд.\n\nМаксимальное количество зарядов: 2.
