Item_BlessedArmband_shop_flavor,"До своего падения, король Маликен даровал такие поручи своим самым преданным военачальникам. Такие поручи, помимо силы, даруют носителю непоколебимость в своих убеждениях."
Item_BlessedArmband_shop_categories,Filter_Strength
Item_BloodborneMaul_name,Bloodborne Maul
Item_BloodborneMaul_description,"За каждые ^oотсутствующие 25 ед. здоровья дает по ^o1 ед. дополнительного чистого урона^*. Максимум ^c+120 ед.^* дополнительного урона. Не наносит урон зданиям.\n\nКаждый раз, атакуя героя, вы будете терять по ^o2% от вашего текущего здоровья^*."
Item_BloodborneMaul_description_simple,"^97745 ед. силы^*\nЧем меньше у вас здоровья, тем больше урона,"
Item_BloodborneMaul_search_terms,"bloodborne,cleaver,maul,bloodbornecleaver,strength,str,st,45str,45strength,damage,dmg"
Item_BloodborneMaul_effect_header,Эффект(-ы) Bloodborne Maul
Item_BloodborneMaul_shop_categories,"Filter_Strength,Filter_Damage"
Item_Bottle_name,Bottle (3/3)
Item_Bottle_name:bottle_3,Bottle (3/3)
Item_Bottle_name:bottle_2,Bottle (2/3)
Item_Bottle_name:bottle_1,Bottle (1/3)
Item_Bottle_name:bottle_empty,Empty Bottle (0/3)
Item_Bottle_name:bottle_damage,Bottle (Двойной урон)
Item_Bottle_name:bottle_illusion,Bottle (Иллюзия)
Item_Bottle_name:bottle_movespeed,Bottle (Ускорение)
Item_Bottle_name:bottle_regen,Bottle (Регенерация)
Item_Bottle_name:bottle_stealth,Bottle (Невидимость)
Item_Bottle_name:bottle_super,Bottle (Могущество)
Item_Bottle_description,Опустошается по мере использования. Наполняется у фонтана или с помощью рун.
Item_Bottle_description_simple,"Восстанавливает здоровье и ману в течение 3 сек. Наполняется у фонтана, может хранить руны."
Item_Bottle_search_terms,"bottle,bottleoftears,bottleoftear,regen,regeneration,hpregen,hpregeneration,healthregen,healthregeneration,mpregen,mpregeneration,manaregen,manaregeneration,heal,bot"
Item_Bottle_effect_header,Эффект(-ы) Bottle
Item_Bottle_shop_flavor,Обыкновенная бутылка. Может быть наполнена целебной водой или хранить магическую руну.
Item_Bottle_shop_categories,"Filter_Activatable,Filter_Regeneration,Filter_Consumable"
Item_Bottle_IMPACT_effect,Восстанавливает ^o100 ед. здоровья^* и ^o100 ед. маны^* в течение ^o3 сек.^* Получение урона прерывает эффект.
Item_Bottle_IMPACT_effect:bottle_3,Восстанавливает ^o100 ед. здоровья^* и ^o100 ед. маны^* в течение ^o3 сек.^* Получение урона прерывает эффект.
Item_Bottle_IMPACT_effect:bottle_2,Восстанавливает ^o100 ед. здоровья^* и ^o100 ед. маны^* в течение ^o3 сек.^* Получение урона прерывает эффект.
Item_Bottle_IMPACT_effect:bottle_1,Восстанавливает ^o100 ед. здоровья^* и ^o100 ед. маны^* в течение ^o3 сек.^* Получение урона прерывает эффект.
Item_Bottle_IMPACT_effect:bottle_empty,"Используйте на ^oруну^* чтобы хранить ее ^oдо 2 минут^*.\n\nБольшие руны полностью ^oзаряжают^* Bottle, а руны освежения дают 2 заряда."
Item_Bottle_effect_header:bottle_damage,Эффект(-ы) двойного урона
Item_Bottle_IMPACT_effect:bottle_damage,Дарует ^oдвойной урон^* на ^o45 сек.^*
Item_Bottle_IMPACT_effect:bottle_illusion,"Создает две копии героя, наносящие 35% урона, получающие 300% урона и живущие в течение 75 сек."
Item_Bottle_effect_header:bottle_movespeed,Эффект(-ы) ускорения
Item_Bottle_IMPACT_effect:bottle_movespeed,Дарует ^oускорение^* на ^o30 сек.^*
Item_Bottle_effect_header:bottle_regen,Эффект(-ы) регенерации
Item_Bottle_IMPACT_effect:bottle_regen,Дарует ^oрегенерацию^* на ^o30 сек.^*
Item_Bottle_effect_header:bottle_stealth,Эффект(-ы) невидимости
Item_Bottle_IMPACT_effect:bottle_stealth,Дарует ^oневидимость^* на ^o60 сек.^*
Item_Bottle_effect_header:bottle_super,Эффект(-ы) могущества
Item_Bottle_IMPACT_effect:bottle_super,Дарует ^oмогущество^* на ^o60 сек.^*
State_Bottle_name,Bottle
State_Bottle_FRAME_effect,Прерывает эффект при получении урона.
State_AllowRefillBottle_name,Бульк
Item_BoundEye_name,Bound Eye
Item_BoundEye_description,"^oОбнаруживает невидимых воинов^* рядом с владельцем. При активации обнаруживает Ward.\n\nВыпадает при смерти. Нельзя продать. После доставки или выпадения, больше не может быть поднят летающим курьером."
Item_BoundEye_description_simple,Обнаруживает невидимых воинов рядом с владельцем.\n^rВыпадает при смерти. Нельзя продать.
Item_BoundEye_search_terms,"boundeye,eye,bound,gem,gemoftruesight,truesight,reveal,be,gots"
Item_BoundEye_description2,
Item_BoundEye_IMPACT_effect,Обнаруживает ^oWard^* рядом с владельцем в течение ^o10 сек.^* Ward будут видны еще 4 сек. после окончания эффекта.
Item_BoundEye_effect_header,Эффект(-ы) Bound Eye
Item_BoundEye_shop_flavor,"С помощью сложного религиозного ритуала, позаимствованного у звериных шаманов, можно привязать Ward of Revelation к воину, создав таким образом Bound Eye. В бою этот артефакт помогает обнаруживать невидимых врагов."
Item_BoundEye_FRAME_effect,\n^oЭтот предмет выпадает при смерти.^*
Item_BoundEye_shop_categories,"Filter_Consumable,Filter_Activatable"
Item_BrainOfMaliken_name,Pickled Brain
Item_BrainOfMaliken_description,
Item_BrainOfMaliken_description_simple,200 ед. маны
Item_BrainOfMaliken_search_terms,"pickledbrain,brain,pickle,picklebrain,pickled,250mp,250mana,energybooster,manabooster,mana,mp,pb,eb,200e"
Item_BrainOfMaliken_effect_header,Эффект(-ы) Pickled Brain
Item_BrainOfMaliken_shop_categories,Filter_Booster
Item_Broadsword_name,Broadsword
Item_Broadsword_description,
Item_Broadsword_description_simple,18 ед. урона
Item_Broadsword_search_terms,"broadsword,18damage,18dmg,18d,damage,dmg,bs"
Item_Broadsword_effect_header,Эффект(-ы) Broadsword
Item_Broadsword_shop_flavor,"Подобные мечи особенно популярны у диких варваров, достаточно сильных, чтобы орудовать двумя клинками сразу. Они распространены по всему Новоземью, но обыденность не делает эти мечи менее смертоносными."
Item_Broadsword_shop_categories,Filter_Damage
Item_Cheese_name,Bananas
Item_Cheese_description,Эти волшебные бананы мгновенно восстаналивают огромное количество здоровья и маны.\n\n^Выпадают из убитого Конгора (и нескольких других боссов).^*
Item_Cheese_description_simple,При использовании восстанавливает 2500 ед. здоровья и 1000 ед. маны.
Item_Cheese_effect_header,Эффект(-ы) Bananas
Item_Cheese_shop_flavor,"В Легионе людей десятилетиями бродит байка о том, что спелый банан поставит на ноги хоть слабого, хоть сильного. И верно, под влиянием неведомой волшебной силы часть бананов может безмерно взбодрить тело и дух. Вот и не верь после этого солдатским россказням."
Item_Cheese_shop_categories,
Item_Cheese_tooltip_flavor,Это были любимые бананы Конгора...
Item_Cheese_IMPACT_effect,При использовании восстанавливает 2500 ед. здоровья и 1000 ед. маны.
Item_Cheese_search_terms,
Item_Confluence_name,Blessed Orb
Item_Confluence_description,
Item_Confluence_description_simple,^97710 ед. силы^*\n^79710 ед. ловкости^*\n^77910 ед. интеллекта^*
Item_Confluence_search_terms,"blessedorb,blessorb,ultimateorb,orb,10allstats,stats,strength,str,agility,agi,intelligence,int,bo,uo"
Item_Confluence_effect_header,Эффект(-ы) Blessed Orb
Item_Confluence_shop_flavor,"Blessed Orb, это живой, бурлящий пучок чистой энергии, рожденный слиянием четырех Glowstone и оказавшийся одним из мощнейших древних артефактов. Этот артефакт способен сделать могучего героя из любого, кто возьмет его в руки."
Item_Confluence_shop_categories,"Filter_Strength,Filter_Agility,Filter_Intelligence"
Item_CrushingClaws_name,Crushing Claws
Item_CrushingClaws_description,
Item_CrushingClaws_description_simple,^9773 ед. силы^*
Item_CrushingClaws_search_terms,"crushingclaws,gauntletsofogrestrength,gauntlets,ogre,3s,3str,3strength,cc,strength,str,crushing,claws"
Item_CrushingClaws_effect_header,Эффект(-ы) Crushing Claws
Item_CrushingClaws_shop_flavor,"Эти перчатки наполнены зубчатыми шестеренками, ремнями и цепочками, увеличивающими силу владельца. Не смотря на то, что их уже почти не используют для розыгрышей, число способов их применения не истощается."
Item_CrushingClaws_shop_categories,Filter_Strength
Item_SnakeBracelet_name,Snake Bracelet
Item_SnakeBracelet_description2,Предмет содержит эффект ^yуклонения^*. Эффекты уклонения от разных предметов не складываются.
Item_SnakeBracelet_description_simple,^oМодификатор уклонения^*\n25% уклонения
Item_SnakeBracelet_search_terms,"snakebracelet,snake,snakebracer,Evasion,evade,talismanofevasion,toe,sb"
Item_SnakeBracelet_shop_categories,Filter_Modifier
Item_DuckBoots_name,Duck Boots
Item_DuckBoots_description,
Item_DuckBoots_description_simple,^7973 ловкости^*
Item_DuckBoots_search_terms,"duckboots,ducks,duck,slippersofagility,slippers,slipperofagility,slipper,3agi,3a,3agility,agility,agi,db,soa"
Item_DuckBoots_effect_header,Эффект(-ы) Duck Boots
Item_DuckBoots_shop_flavor,"В эти темные времена редко услышишь добрую шутку, но эти несуразные крякающие башмаки всегда вызывают смех. Впервые они были созданы одним из звериных шаманов в ответ на слишком надменное требование людских воинов сделать им повышающую ловкость обувь. Незадачливые просители получили, что хотели: башмаки делают владельца прытким, хоть и ценой ущемлённой гордости."
Item_DuckBoots_shop_categories,Filter_Agility
Item_DustOfRevelation_name,Dust of Revelation
Item_DustOfRevelation_description,Расходуемое. Содержит ^c2 заряда^*.
Item_DustOfRevelation_description_simple,При использовании разоблачает невидимок в большой области. \n^y2 заряда.^*
Item_DustOfRevelation_search_terms,"dustofrevelation,dust,dustofappearance,dor,doa,appearance,truesight,reveal"
Item_DustOfRevelation_effect_header,Эффект(-ы) Revealed
Item_DustOfRevelation_shop_flavor,"Одна лишь щепотка этой пыли заставляет невидимок вокруг сверкать всеми цветами радуги. Пыль создаётся по передаваемому из уст в уста рецепту, известному лишь ордену монахинь-затворниц. В военное время пыль становится ценным ресурсом для обеих фракций."
Item_DustOfRevelation_IMPACT_effect,Противники в радиусе действия ^oподсвечиваются^* на ^o3 сек.^* и ^oразоблачаются^* на ^o12 сек.^*
Item_DustOfRevelation_shop_categories,Filter_Consumable
State_DustOfRevelation_name,Разоблачен
State_DustOfRevelation_icu_name,Подсвечен
Item_Energizer_name,Energizer
Item_Energizer_description,
Item_Energizer_description_simple,При использовании дает союзникам поблизости 75 ед. скорости передвижения. Эффект постепенно ослабевает в течение 10 сек.
Item_Energizer_search_terms,"energizer,support,strength,str,agility,agi,intelligence,int,stats,movespeed,movement"
Item_Energizer_IMPACT_effect,"При использовании дает союзникам в радиусе 600 ед. ^75 ед. скорости передвижения^*. Эффект постепенно ^oослабевает в течение 10 seconds^*.\n\nСущества, не являющиеся героями получают хождение сквозь воинов."
Item_Energizer_shop_categories,"Filter_Strength,Filter_Agility,Filter_Intelligence,Filter_Activatable,Filter_Mobility"
State_Energizer_FRAME_effect,
Item_Energizer_shop_flavor,"Благодаря бесконечной жажде власти, лучшие маги Новоземья наконец сотворили этот таинственный артефакт. Несмотря на внешнюю простоту, реликвия одарила и орду Преисподней и армию Легиона невиданной ранее скоростью передвижения."
State_Energizer_Active_name,Перезарядка Energizer
State_Energizer_Active_Unitwalking_name,Перезарядка Energizer
State_Energizer_Buff_name,Energized
State_Energizer_Buff_Unitwalking_name,Energized
Item_JadeSpire_name,Jade Spire
Item_JadeSpire_description,^oУсиливает^* ближайших союзников. Эта аура не складывается сама с собой и с другими аурами со схожим эффектом.
Item_JadeSpire_description2,"Аура усиления ^yмагической брони^* не складывается с другими подобными аурами, однако, складывается с остальными эффектами, увеличивающими магическую броню.\n\nЭтот предмет можно ^tразобрать^*."
Item_JadeSpire_description_simple,"^oМодификатор магической брони^*\nДарует ауру и превращает потраченную ману в здоровье. Активируйте, чтобы ненадолго получить магический вампиризм."
Item_JadeSpire_search_terms,"emerald,jadespire,sceptre,spire,nomeswisdom,wisdom,nomes,nome,aura,auras,armor,regen,regeneration,hpregen,hpregeneration,healthregen,healthregeneration,mpregen,mpregeneration,manaregen,manaregeneration,damage,dmg,magicarmor"
Item_JadeSpire_effect_header,Эффект(-ы) Jade Spire
Item_JadeSpire_IMPACT_effect,Дает ^o100% магического вампиризма^* против героев и 500% регенерации маны на ^o6 сек.^*
Item_JadeSpire_shop_flavor,
Item_JadeSpire_shop_categories,"Filter_Damage,Filter_Regeneration,Filter_Armor"
State_JadeSpire_name,Jade Rift
State_JadeSpire_FRAME_effect,"45% потраченной маны превращается в здоровье. \n\nЕсли здоровье уже полное, потраченная мана превращается в щит, поглощающий урон в течение 10 сек."
State_JadeSpire_Shield_name,Damage Shield
State_JadeSpire_Buff_name,Emerald's Power
State_JadeSpire_Buff_FRAME_effect,100% магического вампиризма против героев
Gadget_FlamingEye_name,Ward of Sight
Item_FlamingEye_name,Ward of Sight
Item_FlamingEye_description,Расходник.\n\nЗапас: 2/4 (первоначальный/максимальный)\nВремя поставки: 2 минуты 30 сек.
Item_FlamingEye_description_simple,Развеивает туман войны в указанном месте в течение 6 минут.
Item_FlamingEye_search_terms,"wardofsight,wardsofsight,ward,wards,observerwards,observerward,observer,observe,vision,reveal,wos,sight"
Item_FlamingEye_effect_header,Эффект(-ы) Ward of Sight
Item_FlamingEye_shop_flavor,"Всего в одном карьере во всем Новоземье добывают особые камни, которые идут на изготовление Ward of Sight - загадочных столбов для наблюдения за округой без помощи дозорных. Секрет их изготовления хранится в тайне семьей мастеров-каменотесов. К счастью, они весьма плодовиты, и всех демонам не перебить."
Item_FlamingEye_shop_categories,Filter_Consumable
Item_FlamingEye_IMPACT_effect,"Размещает ^oWard of Sight^* в указанном месте на ^o6 минут^*.\n\nРазвеивает туман войны в радиусе 1600 ед. вне зависимости от времени суток. ^oWard of Sight^* ^oневидим^* и может быть разрушен с 4 ударов.\n\nПо окончании времени действия владельцу ^gвозвратится 50%^* стоимости ^oWard of Sight^*, если враги не успеют его сломать."
Item_Fleetfeet_name,Fleetfeet
Item_Fleetfeet_description,
Item_Fleetfeet_description_simple,^7976 ловкости^*
Item_Fleetfeet_search_terms,"fleetfeet,feetfeet,bootsofelvenskin,bootsofelfskin,bootsofelfenskin,elveskin,elfskin,elvesskin,elvenskin,6a,6agi,6agility,agility,agi,ff,boe"
Item_Fleetfeet_effect_header,Эффект(-ы) Fleetfeet
Item_Fleetfeet_shop_categories,Filter_Agility
Item_GlovesOfHaste_name,Gloves of the Swift
Item_GlovesOfHaste_description,
Item_GlovesOfHaste_description_simple,^09915 скорости атаки^*
Item_GlovesOfHaste_search_terms,"glovesoftheswift,glovesofswift,swiftgloves,swift,glovesofhaste,gloveofhaste,gots,goh,gos,15as,15attackspeed,attackspeed,as,sg"
Item_GlovesOfHaste_effect_header,Эффект(-ы) Gloves of the Swift
Item_GlovesOfHaste_shop_flavor,"Среди экипировки Джентльменов ночи - банды воров, терризирующих жителей Адкарны - чаще всего можно обнаружить эти перчатки. Их любят за волшебство, которое делает пальцы ловкими, а воинам помогает быстрее управляться с оружием."
Item_GlovesOfHaste_shop_categories,Filter_AttackSpeed
Item_Glowstone_name,Glowstone
Item_Glowstone_description,
Item_Glowstone_description_simple,200 Здоровья\n120 Маны
Item_Glowstone_search_terms,"glowstone,glow,pointbooster,point,health,hp,mana,mp,life,energy,gs,200h,150m,200l,150e"
Item_Glowstone_effect_header,Эффект(-ы) Glowstone
Item_Glowstone_shop_flavor,"Glowstone - результат неудачного эксперимента, в ходе которого, вместо контролируемого и стабильного источника энергии появился предмет, увеличивающий здоровье и магические способности владельца. Как говорят алхимики: «всегда бы мне так ошибаться»."
Item_Glowstone_shop_categories,Filter_Booster
Item_VeiledRot_name,Veiled Rot
Item_VeiledRot_description,Расходник.\n\nЗапас: 3/5 (первоначальный/максимальный)\nВремя поставки: 3 минуты
Item_VeiledRot_description_simple,"Используйте, чтобы сделать себя и ближайших союзников невидимыми на 30 сек."
Item_VeiledRot_search_terms,"invis,potion,invisible,veiled,rot,mushroom,smoke,stealth,invisibility"
Item_VeiledRot_effect_header,Эффект(-ы) Invis Potion
Item_VeiledRot_shop_flavor,"Ужасная смесь, способная скрыть хищника от его добычи."
Item_VeiledRot_shop_categories,Filter_Consumable
Item_VeiledRot_IMPACT_effect,"Используйте, чтобы сделать себя и ближайших союзников ^oневидимыми^* на ^o30 сек.^* Также дает ^o20% дополнительной скорости передвижения^* Скрытых таким образом героев невозможно обнаружить никакими способами.\n\nЭффект пропадает, если подойти к вражеской башне или герою ближе, чем на 1000 ед. Невидимые вражеские герои не прерывают эффект."
State_VeiledRot_name,Veiled Rot
State_VeiledRot_description,"Эффект пропадает, если приблизиться к вражеской башне или герою ближе, чем на 1000 ед. Невидимые вражеские герои не прерывают эффект."
State_VeiledRot_Fade_name,Исчезает...
State_VeiledRot_Fade_description,Время исчезновения - 2 сек.
Ability_GroundFamiliar1_name,
Ability_GroundFamiliar1_description,
Ability_GroundFamiliar1_description_simple,
Ability_GroundFamiliar1_effect_header,Эффект(-ы) Winged Courier
Ability_GroundFamiliar1_IMPACT_effect,
Ability_GroundFamiliar3_name,
Ability_GroundFamiliar3_description,
Ability_GroundFamiliar3_description_simple,
Ability_GroundFamiliar3_IMPACT_effect,
Ability_GroundFamiliar4_name,
Ability_GroundFamiliar4_description,
Ability_GroundFamiliar4_description_simple,
Ability_GroundFamiliar4_IMPACT_effect,
Item_GroundFamiliar_name,
Item_GroundFamiliar_description,
Item_GroundFamiliar_description_simple,
Item_GroundFamiliar_search_terms,
Item_GroundFamiliar_effect_header,Эффект(-ы) Ground Courier
Item_GroundFamiliar_shop_flavor,
Item_GroundFamiliar_shop_categories,
Item_GroundFamiliar_IMPACT_effect,
Item_FlyingCourier_name,
Item_FlyingCourier_description,
Item_FlyingCourier_description_simple,
Item_FlyingCourier_search_terms,
Item_FlyingCourier_effect_header,Эффект(-ы) Flying Courier
Item_FlyingCourier_shop_flavor,
Item_FlyingCourier_shop_categories,
Item_FlyingCourier_IMPACT_effect,
Pet_GroundFamiliar_name,
Pet_GroundFamiliar_name:C_Penguin,
Pet_GroundFamiliar_name:C_Whelp,
Pet_GroundFamiliar_name:C_Chicken,
Pet_GroundFamiliar_name:C_Goblin,
Pet_GroundFamiliar_name:C_Pig,
Pet_GroundFamiliar_name:C_Bat,
Pet_GroundFamiliar_name:C_Robot,
Pet_GroundFamiliar_name:C_Cat,
Pet_GroundFamiliar_name:C_Dino,
Pet_GroundFamiliar_name:C_Bernard,
Pet_GroundFamiliar_name:C_Panda,
Pet_GroundFamiliar_name:C_Kongor,
Pet_GroundFamiliar_name:C_HoneyBadger,
Pet_GroundFamiliar_name:C_Garena,
Pet_GroundFamiliar_name:C_Hamster,
Pet_GroundFamiliar_name:C_Caterpillar,
Pet_GroundFamiliar_name:C_Izbushka,
Pet_GroundFamiliar_name:C_Cheberashka,
Pet_GroundFamiliar_name:C_MountainDew,
Pet_GroundFamiliar_name:C_Dragon,
Item_GuardianRing_name,Guardian Ring
Item_GuardianRing_description,
Item_GuardianRing_description_simple,2 брони
Item_GuardianRing_search_terms,"guardianring,gaurdianring,guardainring,gaurdianring,ringofprotection,protectionring,armorring,armor,gr,2armor,2броня,2брони,2армора,броня,армор,кольцо"
Item_GuardianRing_effect_header,Эффект(-ы) Guardian Ring
Item_GuardianRing_shop_flavor,"Для создания Guardian Ring надо всего лишь благословить медное незатейливо украшенное колечко. Такой артефакт лишь чуть-чуть улучшает защиту владельца. Как говорят старые солдаты: &#34;Защищает едва, да чуть, но лучше быть едва живым, чем окочуриться.&#34;"
Item_GuardianRing_shop_categories,Filter_Armor
Item_Halberd_name,
Item_Halberd_description,
Item_Halberd_description_simple,
Item_Halberd_search_terms,
Item_Halberd_effect_header,Эффект(-ы) Halberd
Item_Halberd_shop_flavor,
Item_Halberd_ATTACK_IMPACT_effect,
Item_HarkonsBlade_name,
Item_HarkonsBlade_description,
Item_HarkonsBlade_description2,
Item_HarkonsBlade_description_simple,
Item_HarkonsBlade_search_terms,
Item_HarkonsBlade_effect_header,Эффект(-ы) Harkon's Blade
Item_HarkonsBlade_IMPACT_effect,
Item_HarkonsBlade_shop_categories,
State_Item_HarkonsBlade_MagicArmor_name,
Item_HealthPotion_name,
Item_HealthPotion_description,
Item_HealthPotion_description_simple,
Item_HealthPotion_search_terms,
Item_HealthPotion_effect_header,Эффект(-ы) Health Potion
Item_HealthPotion_shop_flavor,
Item_HealthPotion_shop_categories,
Item_HealthPotion_IMPACT_effect,
State_HealthPotion_name,
State_HealthPotion_FRAME_effect,
Item_HelmOfTheVictim_name,Helm of the Victim
Item_HelmOfTheVictim_description,
Item_HelmOfTheVictim_description_simple,5 брони\n3 здоровья/сек.
Item_HelmOfTheVictim_search_terms,"helmofthevictim,victim,helmofironwill,armorhelm,armor,regen,regeneration,hpregen,hpregeneration,healthregen,healthregeneration,5a,3h,hotv,hoiw,ironwill,5брони,5броня,5армора,броня,армор,3регенерация,3хпреген,регенерация,хпреген,шлем"
Item_HelmOfTheVictim_effect_header,Эффект(-ы) Helm of the Victim
Item_HelmOfTheVictim_shop_flavor,"В легендах говорится про особый круг ада, на котором истязают пленённых героев. Жертвам надевают шлемы, которые защищают мучеников от смертельных ран и постоянно исцеляют тела, что позволяет бесконечно мучать бедолаг и не давать им угодить в блаженные руки смерти. Именно такую славу обрел Helm of the Victim, появившийся в Новоземье со времён вторжения Преисподней."
Item_HelmOfTheVictim_shop_categories,"Filter_Armor,Filter_Regeneration"
State_Boots_Source_name,
State_Boots_Source_description,
State_Boots_Target_name,
Item_HomecomingStone_name,
Item_HomecomingStone_description,
Item_HomecomingStone_description2,
Item_HomecomingStone_description_simple,
Item_HomecomingStone_search_terms,
Item_HomecomingStone_effect_header,Эффект(-ы) Homecoming Stone
Item_HomecomingStone_shop_flavor,
Item_HomecomingStone_shop_categories,
Item_HomecomingStone_IMPACT_effect,
State_HomecomingStone_Source_name,
State_HomecomingStone_Source_description,
State_HomecomingStone_Target_name,
State_HomecomingStone_Source_Four_name,
State_HomecomingStone_Source_Five_name,
State_HomecomingStone_Source_Long_name,
State_HomecomingStone_Source_Med_name,
State_HomecomingStone_Source_Short_name,
Item_HungrySpirit_name,Hungry Spirit
Item_HungrySpirit_description,
Item_HungrySpirit_description2,"Предмет содержит ^oмодификатор вампиризма^*, который не складывается."
Item_HungrySpirit_description_simple,^oМодификатор вампиризма^*\n10% вампиризма
Item_HungrySpirit_search_terms,"hungryspirit,hungry,spirit,maskofdeath,lifesteal,lifeleech,leech,steal,hs,mod,10l,маска,вампиризм,отжор,10вампиризма"
Item_HungrySpirit_effect_header,Эффект(-ы) Hungry Spirit
Item_HungrySpirit_shop_flavor,"В повидавших войну краях Новоземья полно призраков неупокоенных мертвецов. Cреди них можно встретить и Hungry Spirit, готовый стать кровососом на службе у любого, кто достаточно храбр или глуп, чтобы связаться с этим живоглотом."
Item_HungrySpirit_shop_categories,Filter_Modifier
Item_IoynStone_name,
Item_IoynStone_name:ioyn_stone_empty,
Item_IoynStone_name:ioyn_stone_damage,
Item_IoynStone_name:ioyn_stone_illusion,
Item_IoynStone_name:ioyn_stone_movespeed,
Item_IoynStone_name:ioyn_stone_regen,
Item_IoynStone_name:ioyn_stone_stealth,
Item_IoynStone_name:ioyn_stone_refresh,
Item_IoynStone_description,
Item_IoynStone_description_simple,
Item_IoynStone_search_terms,
Item_IoynStone_effect_header,Эффект(-ы) Ioyn Stone
Item_IoynStone_shop_flavor,
Item_IoynStone_shop_categories,
Item_IoynStone_IMPACT_effect,
Item_IoynStone_IMPACT_effect:ioyn_stone_empty,
Item_IoynStone_effect_header:ioyn_stone_damage,Эффект(-ы) урона Ioyn
Item_IoynStone_IMPACT_effect:ioyn_stone_damage,
Item_IoynStone_IMPACT_effect:ioyn_stone_illusion,
Item_IoynStone_effect_header:ioyn_stone_movespeed,Эффект(-ы) ускорения Ioyn
Item_IoynStone_IMPACT_effect:ioyn_stone_movespeed,
Item_IoynStone_effect_header:ioyn_stone_regen,Эффект(-ы) регенерации Ioyn
Item_IoynStone_IMPACT_effect:ioyn_stone_regen,
Item_IoynStone_IMPACT_effect:ioyn_stone_stealth,
Item_IoynStone_effect_header:ioyn_stone_refresh,Эффект(-ы) освежения Ioyn
Item_IoynStone_IMPACT_effect:ioyn_stone_refresh,
State_IoynStone_Damage_name,
State_IoynStone_MoveSpeed_name,
State_IoynStone_Regen_name,
State_IoynStone_Stealth_Fade_name,
State_IoynStone_Stealth_Fade_FRAME_effect,
State_IoynStone_Stealth_name,
State_IoynStone_Refreshment_name,
Item_IronBuckler_name,Iron Buckler
Item_IronBuckler_description,
Item_IronBuckler_description_simple,50% шанс заблокировать 20 ед. урона (10 ед. на героях дальнего боя)
Item_IronBuckler_search_terms,"ironbuckler,buckler,stoutshield,stout,block,iron,deflect,ib,ss,shield,armor,щиток,блокирование,баклер"
Item_IronBuckler_effect_header,Эффект(-ы) Iron Buckler
Item_IronBuckler_shop_flavor,"Iron Buckler куются людьми для снаряжения обычных лёгких пехотинцев. Это небольшие щиты, которые слишком малы для нормальной защиты воинов от большинства ударов. Впрочем, эти щиты отличаются простотой использования и дешевизной, что позволяет увидеть их на полях многих сражений, зачастую рядом с трупами."
Item_IronBuckler_shop_categories,Filter_Armor
Item_IronBuckler_FRAME_effect,Блокирует лишь 10 ед. урона на героях дальнего боя.
Item_IronShield_name,
Item_IronShield_description,
Item_IronShield_description_simple,
Item_IronShield_search_terms,
Item_IronShield_effect_header,Эффект(-ы) Iron Shield
Item_IronShield_FRAME_effect,
Item_IronShield_shop_categories,
Item_Lifetube_name,Lifetube
Item_Lifetube_description,
Item_Lifetube_description_simple,4.5 здоровья/сек.
Item_Lifetube_search_terms,"lifetube,ringofhealth,roh,regen,regeneration,hpregen,hpregeneration,healthregen,healthregeneration,tube,life,lt,5r,5h,4.5регенерация,4.5хпреген,регенерация,хпреген"
Item_Lifetube_effect_header,Эффект(-ы) Lifetube
Item_Lifetube_shop_flavor,"Специальное приспособление для восстановления потерянного здоровья. Lifetube стимулирует обмен веществ в организме владельца, значительно ускоряя заживление ран и сращивание костей."
Item_Lifetube_shop_categories,Filter_Regeneration
Item_GrimoireOfPower_name,
Item_GrimoireOfPower_description,
Item_GrimoireOfPower_description_simple,
Item_GrimoireOfPower_effect_header,
Item_GrimoireOfPower_tooltip_flavor,
Item_GrimoireOfPower_shop_flavor,
Item_GrimoireOfPower_search_terms,
Item_GrimoireOfPower_shop_categories,
Item_GrimoireOfPower_FRAME_effect,
Item_Searinglight_name,
Item_Searinglight_description,
Item_Searinglight_description2,
Item_Searinglight_description_simple,
Item_Searinglight_tooltip_flavor,
Item_Searinglight_shop_flavor,
Item_Searinglight_search_terms,
Item_Searinglight_shop_categories,
Item_Searinglight_FRAME_effect,
Item_Frozenlight_name,
Item_Frozenlight_description,
Item_Frozenlight_description_simple,
Item_Frozenlight_effect_header,Эффект(-ы) Chilled
Item_Frozenlight_tooltip_flavor,
Item_Frozenlight_shop_flavor,
Item_Frozenlight_search_terms,
Item_Frozenlight_shop_categories,
Item_Frozenlight_DAMAGE_effect,
Item_Frozenlight_ATTACK_IMPACT_effect:attack_freeze,
Item_Frozenlight_FRAME_effect,
State_ItemLightIceSlow_name,
State_ItemLightIceSlow_FRAME_effect,
Item_Lightbrand_name,
Item_Lightbrand_description,
Item_Lightbrand_description_simple,
Item_Lightbrand_tooltip_flavor,
Item_Lightbrand_shop_flavor,
Item_Lightbrand_search_terms,
Item_Lightbrand_shop_categories,
Item_Lightbrand_FRAME_effect,
Item_MajorTotem_name,Major Totem
Item_MajorTotem_description,
Item_MajorTotem_description_simple,^9774 силы^*\n^7974 ловкости^*\n^7794 интеллекта^*
Item_MajorTotem_search_terms,"majortotem,major,totem,strength,str,agility,agi,intelligence,int,mt,4s,4a"
Item_MajorTotem_effect_header,Эффект(-ы) Major Totem
